1.189591516329381982e+00,9.217615264855623103e-01,5.888234240955154686e-01,1.037024959611592134e+00,1.630803699850884803e+00,7.927925656167518209e-01,2.035114856435274788e+00,1.902175510478010478e+00,1.004014949933205170e+00,2.445728687314121075e+00,3.080717753610413556e-01,1.094010620337639850e+00,-4.798830052422495829e-01,-3.758574964861898238e-01,2.077805367285426641e+00,9.165881957561876625e-01,2.052732683933556679e+00,1.380572732994243879e+00,5.423874840593445601e-01,8.452621403769066122e-01,0.000000000000000000e+00
1.999729829241695178e+00,2.488983984601619959e+00,4.118669507542202624e+00,2.634836157499125253e+00,1.721340845720821244e+00,3.670814786611372948e+00,4.045496373310214722e+00,5.021199146952117776e-01,2.727458995402359587e+00,2.385533195404127671e+00,2.644276890871045005e+00,1.597281654130585204e+00,4.510267998425657510e+00,2.991487720286406748e+00,1.051958065622029981e+00,3.514164987587771627e+00,1.918858296515651540e+00,7.647172267823063585e-01,3.702868325976790942e+00,1.353671279140580275e+00,1.000000000000000000e+00
-7.957534696555845777e-01,-1.961360341866971169e-01,5.102923877127358843e-01,1.117374635202440958e+00,-1.452650495768955663e-01,-2.725275657772452398e-01,1.801757498704996685e+00,1.063107481143392263e+00,1.534092763772919810e+00,1.051094785190072489e+00,1.011089820509197823e-01,-1.419505110670815640e-02,-1.063490642726758750e-01,4.697964909699849922e-01,-4.887086438066172711e-01,6.422165871234257750e-01,8.990430794007082671e-01,4.620709940420058004e-01,4.076122001765922764e-01,-4.429644005572812571e-01,1.000000000000000000e+00
3.063497330533228258e+00,1.892983755060157369e+00,2.969585280009262362e+00,2.962092233951035158e+00,2.720147037687085767e+00,2.730537429164665575e+00,1.612952800997833558e+00,3.054456415525731661e+00,1.983365829937232760e+00,2.443116155831924097e+00,2.157398992801469628e+00,2.836908899281017415e+00,3.218328534746052849e+00,3.467189867034092376e+00,2.305900749831812924e+00,3.685566422188657487e+00,2.016711537125798870e+00,1.599559190785901475e+00,1.547168937786576937e+00,3.824778038409491820e+00,0.000000000000000000e+00
2.810945352651506912e+00,4.693030352107372849e+00,2.632963268357134456e+00,2.574042988081659100e+00,3.587653426351235630e+00,3.221048535675286928e+00,3.058423894777504870e+00,2.411719736747387266e+00,8.589018331136595297e-01,3.228661512407843492e+00,2.291519171492624629e+00,2.470569493177332099e+00,3.106367826656786235e+00,3.355249331357376796e+00,3.428382822818213604e+00,3.149464813334257762e+00,2.935763046297666712e+00,2.373183146154187462e+00,4.771667963604389939e+00,4.031990745270197962e+00,1.000000000000000000e+00
3.178889222576375850e+00,2.793714349445940215e+00,2.939086212790687380e+00,2.716273008212788831e+00,3.106369479706362124e+00,1.757236458264925361e+00,4.235062373908041522e+00,3.258478873238245921e+00,2.876867721410222956e+00,3.497177384371994879e+00,2.996479034292311994e+00,4.505485050562947791e+00,3.356199723272156099e+00,3.133296721404629892e+00,4.223988130308367062e+00,2.682828015704700864e+00,2.973458240949836462e+00,2.958538312914713142e+00,3.881603186362970526e+00,2.019801088858116600e+00,1.000000000000000000e+00
5.547728048836463088e+00,3.263563292067017674e+00,2.084307360678709031e+00,2.937809532025082770e+00,2.387368074690934261e+00,3.667537434336020752e+00,3.140657193637359512e+00,3.462478611107939752e+00,2.220986218263714562e+00,3.929228410249144154e+00,3.251225802663093134e+00,3.323143781108599981e+00,4.526029325370672041e+00,3.815665962220612606e+00,4.401429737955095511e+00,4.101408873688969337e+00,2.163655989532747626e+00,3.962938971823616985e+00,4.675542316749735861e+00,3.203624620648078292e+00,1.000000000000000000e+00
2.533681531598790393e+00,1.977747416154364446e+00,1.695767800174514006e+00,1.968871194260800817e+00,5.823446094316699906e-01,1.620294264885222546e-01,2.581900249530723279e+00,1.411455707928621850e+00,3.890643080916078578e-02,2.030225990327060526e+00,2.728826192969777686e+00,1.655893504578757724e+00,2.863374062606402148e+00,2.277753493410600516e+00,1.707413995571023912e+00,1.785247810028795623e+00,2.645237169623821494e+00,2.472615836519196364e+00,2.060824186736106789e+00,2.523381020461671120e+00,1.000000000000000000e+00
-3.631340821926570817e-01,6.938261765074547061e-01,7.009311536067586168e-01,5.376851413965811899e-01,-4.300608492191585475e-01,4.221003963433186401e-01,6.078674818446969663e-01,2.673799687570205252e-01,5.707473015072289657e-02,-4.183188790494034581e-01,7.981545347909144716e-01,1.578460143494379908e+00,-5.190929900860722368e-01,4.142555111713905891e-01,3.360993824810202257e-01,1.363812101161401280e-01,2.172457819305884108e-01,1.973581673370441436e-01,-2.291188043697822696e-01,1.342301057020560684e+00,0.000000000000000000e+00
-1.436919067201665401e+00,-1.733782659435107121e+00,-4.726487325783848004e-01,-9.143185896847538796e-02,-1.379390737218546104e+00,-4.670865082325516560e-01,-1.763373013288789037e+00,-9.533667039142090793e-01,-4.558183800885141634e-01,-1.317290623503677427e+00,-6.699811664595082261e-01,-1.294465843229845703e+00,-4.165661021453266333e-01,-2.128188067375548442e+00,-1.675584305199433910e+00,-1.039596813406030495e+00,-1.709439027989918536e+00,-3.853038023946032675e-01,-1.252703452343477020e+00,-1.700818950969410714e+00,1.000000000000000000e+00
